date,PPIITM,PPICRM,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAS,CPIULFSL,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,IPMAN,MCUMFN,TCU,M0684AUSM343SNBR,M0504AUSM343SNBR,GDPC1,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,FEDFUNDS,CP3M,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUS,EXJPUS,EXUSUK,EXCAUS,PPIFGS,PPIFCG,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,CMRMTSPL,RETAIL,ACOGNO,ANDENO,AMDMUO,M1SL,M2SL,M3SL,M2REAL,RPI,W875RX1,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,USGOOD,CES1021000001,USCONS
1945-04-01,,,,,,,,,,,,,,,,,,,,,,-0.006837278120539914,,,,,-0.01679488000828755,,-0.02404187558548987,0.0081509029492155,,,,0.0,,,,,-0.010000000000000231,-0.020000000000000018,,,,,,,,,,,,,,,0.007636705539500355,-0.025453371322917917,-0.0007125044832951843,-0.004999607220893765,,,,,-0.011049836186584991,,,,,,,,,,,,,,,,,,,,,,,-0.01843804084479661,-0.018567026058186276,-0.020952573834009502,0.007418947473481374,,,,-0.014940113938046728,,,-0.021772624977210775,,,,,,,,,,,,-0.008457116380764518,-0.011697381082742098,,-0.026645323657859876
1945-05-01,,,,,,,,,,,,,,,,,,,,,,-0.005308185742145977,,,,,-0.0054193541066325235,,-0.04791335569589794,0.0009599003690521357,,,,0.0,,,,,0.010000000000000231,-0.040000000000000036,,,,,,,,,,,,,,,0.013088146521173627,0.015075591602071725,0.0028469770119281534,-0.00421257913954598,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.027446698961974825,-0.027631171055159776,-0.033115290429425404,0.00245657479137229,,,,-0.027118681688785173,,,-0.03195527803840248,,,,,,,,,,,,-0.0034320275379471354,-0.010377807142964102,,-0.008748962193235066
1945-06-01,,,,,,,,,,,,,,,,,,,,,,-0.015403430158981823,,,,,0.010699611324110458,,-0.045137434999975135,-0.003359089487034339,,,,0.0,,,,,-0.010000000000000231,-0.029999999999999805,,,,,,,,,,,,,,,-0.0025060371906366896,0.0017324731189418685,0.0063762171392758304,0.003565643972230248,,,,,-0.01081091610421564,,,,,,,,,,,,,,,,,,,,,,,-0.022872944344441315,-0.019453504757396267,-0.022123347748532307,0.007346309209495416,,,,-0.02610998935669251,,,-0.027983455149376724,,,,,,,,,,,,-0.0037597220861247393,-0.01172415094221968,,-0.004403353658269715
1945-07-01,,,,,,,,,,,,,,,,,,,,,,-0.0020546448250091665,,,,,0.00219483328980008,,-0.03078687855610518,-0.008250039374262386,,,,0.0,,,,,-0.009999999999999787,-0.03000000000000025,,,,,,,,,,,,,,,0.00871345731736195,0.005318346866769019,0.008438868645864517,0.000646935167315732,,,,,-0.010929070532190277,,,,,,,,,,,,,,,,,,,,,,,-0.023401612243075576,-0.016202889295944267,-0.020875108072269555,-0.0024385722184314673,,,,-0.03774310716024942,,,-0.023648488112725907,,,,,,,,,,,,-0.006705461404878932,-0.020733539852324512,,0.009661910911736626
1945-08-01,,,,,,,,,,,,,,,,,,,,,,0.00294418863271817,,,,,-0.003316797096611479,,-0.020175493648209475,0.0011502580425553077,,,,0.0,,,,,0.009999999999999787,0.0,,,,,,,,,,,,,,,0.005807287508108772,0.003603707398383449,0.006282743179495398,-0.008116927681577124,,,,,-0.011049836186584991,,,,,,,,,,,,,,,,,,,,,,,-0.1096165442177508,-0.1152905396804047,-0.13127290710584338,-0.04500882234237569,,,,-0.09806184986157973,,,-0.12938601625784907,,,,,,,,,,,,-0.01003204872934127,-0.023635138080678075,,0.01302667140000846
1945-09-01,,,,,,,,,,,,,,,,,,,,,,-0.00882084377321446,,,,,-0.004272192363966809,,0.027462399358767264,0.0037336695520489016,,,,0.0,,,,,0.010000000000000231,-0.019999999999999574,,,,,,,,,,,,,,,0.015501402658144592,0.014095382493266584,0.008316056241657321,-0.03196430112245885,,,,,-0.06808748437213893,,,,,,,,,,,,,,,,,,,,,,,-0.0936839316708653,-0.10966806217256853,-0.11453529403638107,0.047447394560807155,,,,-0.07769000613255095,,,-0.11754689285745101,,,,,,,,,,,,-0.04962207240836847,-0.11324732265512694,,-0.0139011795449413
1945-10-01,,,,,,,,,,,,,,,,,,,,,,-0.015080166997694988,,,,,0.026722806168181013,,0.0272496424473756,0.025752496102414035,,,,0.0,,,,,0.0,-0.040000000000000036,,,,,,,,,,,,,,,0.01631703506667659,0.008422360760597769,0.009615458699442136,-0.01492058877072111,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.04101122868806906,-0.02531922940697795,-0.02502452517237508,0.014526466660870874,,,,-0.05613230315349593,,,-0.04017812224169548,,,,,,,,,,,,0.0024122335221505864,0.001862133715091474,,0.07417046238964353
1945-11-01,,,,,,,,,,,,,,,,,,,,,,-0.019925404811026226,,,,,0.026445280516557146,,0.05756225450940633,0.030623195389384072,,,,0.0,,,,,0.0,-0.050000000000000266,,,,,,,,,,,,,,,0.01737663183581528,0.012448572442126604,0.013577941117807413,-0.0041081879072937255,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.03653475179923271,0.01388989639412408,0.006890229758130584,0.02844083381227991,,,,0.06699564092976651,,,0.026963970778872248,,,,,,,,,,,,0.010206800296240104,0.012734664771624438,,0.04759026466218863
1945-12-01,,,,,,,,,,,,,,,,,,,,,,0.0064379656651247785,,,,,0.07171076124353148,,0.0562113126827013,0.030554058397588513,,,,0.0,,,,,-0.010000000000000231,-0.04999999999999982,,,,,,,,,,,,,,,0.020629834001518965,-0.005412080512764206,0.0147258350450441,-0.0032643272694325987,,,,,-0.01081091610421564,,,,,,,,,,,,,,,,,,,,,,,0.004476476888836345,0.002296340867383506,0.006834832816523306,0.011616189309938019,,,,0.01073783839060205,,,0.011026745753475176,,,,,,,,,,,,0.0029191120003968507,0.003056756107671532,,0.034262963249948264
1946-01-01,,,,,,,,,,,,,,,,,,,,,,-0.014570867698340262,,,,,-0.012614947402194154,,0.07806054646954497,0.036475944432674545,,,,0.0,,,,,-0.06999999999999984,-0.0900000000000003,,,,,,,,,,,,,,,0.021094423469047108,0.04164802405615298,0.022989518224698635,-0.004484312447328165,,,,,0.01169603976319128,,,,,,,,,,,,,,,,,,,,,,,-0.0574236244384978,-0.011534802248466036,-0.011428601037391406,0.042942421471588776,,,,-0.13230652414472832,,,-0.07039913471443393,,,,,,,,,,,,0.01821710140746191,0.01927851478356679,,0.061680774000509864
1946-02-01,,,,,,,,,,,,,,,,,,,,,,-0.017792101511080904,,,,,0.044582035289615574,,0.06233948699621461,0.038380047204431555,,,,0.0,,,,,-0.06000000000000005,-0.05999999999999961,,,,,,,,,,,,,,,0.01573716976010875,0.01673796854288412,0.01290340483590846,-0.0012107586015961402,,,,,-0.01169603976319128,,,,,,,,,,,,,,,,,,,,,,,-0.05091805630245094,-0.009324607021358844,-0.006913665652327872,0.03905163232675424,,,,-0.12728119439231467,,,-0.06563679323652938,,,,,,,,,,,,-0.014796723873740092,-0.04929591375431741,,0.054770703536361154
1946-03-01,,,,,,,,,,,,,,,,,,,,,,-0.021178900764307063,,,,,0.018082951441553474,,0.0661198066515114,0.017172446325820268,,,,0.0,,,,,-0.009999999999999787,-0.010000000000000231,,,,,,,,,,,,,,,0.02002052753593464,0.012340860796152597,0.014004048084015785,-0.003467409854060577,,,,,0.04598511324182343,,,,,,,,,,,,,,,,,,,,,,,0.09936859797723407,0.023150489034807542,0.002307077035166749,-0.006405459087426735,,,,0.2292173148436647,,,0.11833604415686194,,,,,,,,,,,,0.023944043478779875,0.048364071301371325,,0.05192600557601068
1946-04-01,,,,,,,,,,,,,,,,,,,,,,-0.006645094910807003,,,,,0.06088017165887738,,0.1005493771188819,0.05747277051161426,,,,0.0,,,,,-0.010000000000000231,0.020000000000000018,,,,,,,,,,,,,,,0.014769758943437239,0.01764029219391361,0.010688564506355469,0.0005208785602626165,,,,,0.033152207316900495,,,,,,,,,,,,,,,,,,,,,,,-0.018182857044445555,0.015892247318708197,0.016043436023058355,0.01065126144279116,,,,-0.06836072049974318,,,0.002226423756677587,,,,,,,,,,,,0.01770525117648525,0.02771388296164723,,0.03602874153435742
1946-05-01,,,,,,,,,,,,,,,,,,,,,,-0.015915531160938468,,,,,0.022719112870701608,,0.07410797215372167,0.03431889896619733,,,,0.0,,,,,0.04999999999999982,0.06000000000000005,,,,,,,,,,,,,,,0.011194826762451093,0.0034616127366948746,0.009956522822802683,-0.00504656078432042,,,,,0.01081091610421564,,,,,,,,,,,,,,,,,,,,,,,-0.037388669476369873,-0.01132577505200505,-8.246368505826496e-06,0.00422785170578166,,,,-0.07847693989022986,,,-0.047892702869691384,,,,,,,,,,,,0.010600376424001468,0.02784876911896461,,0.024112078333710762
1946-06-01,,,,,,,,,,,,,,,,,,,,,,-0.005995088838342877,,,,,0.004754653895863381,,0.03242876514574711,0.02365014130659482,,,,0.0,,,,,-0.019999999999999574,0.009999999999999787,,,,,,,,,,,,,,,0.009994931222333747,0.007422815182991371,0.006172859107080875,-0.009113277232865258,,,,,0.021506205220963484,,,,,,,,,,,,,,,,,,,,,,,0.06006813239569375,0.01132577505200505,0.0045416851008077685,0.0021045255049152445,,,,0.13130400319567714,,,0.054559712948672345,,,,,,,,,,,,0.009291867922289754,0.020635999259779325,,0.010663608156685989
1946-07-01,,,,,,,,,,,,,,,,,,,,,,0.006058123092814061,,,,,0.02186355967974518,,0.04983294147535133,0.0326708789354484,,,,0.0,,,,,-0.010000000000000231,0.0,,,,,,,,,,,,,,,0.008677065466912381,0.008381832017601454,0.0030721990369704244,0.00035205069893606833,,,,,0.03198247973002264,,,,,,,,,,,,,,,,,,,,,,,0.03307896435036817,0.022273845652434066,0.02015394446153973,0.02289926336082937,,,,0.056536483835159856,,,0.03264225451368796,,,,,,,,,,,,0.009965750989611166,0.015612402706413064,,0.03701984326197927
1946-08-01,,,,,,,,,,,,,,,,,,,,,,-0.01317429840822193,,,,,0.04740369311173387,,0.055942071853812614,0.0418683542591749,,,,0.0,,,,,0.029999999999999805,0.0,,,,,,,,,,,,,,,0.010716374101400916,0.013775807507210303,0.0048959706122069235,-0.00017600985700738647,,,,,0.03166912338932069,,,,,,,,,,,,,,,,,,,,,,,0.03621463051475571,0.03249985904662145,0.03699899667352424,0.03238777289400652,,,,0.03734533454355482,,,0.04398791800587176,,,,,,,,,,,,0.011533826780501855,0.016090015381385214,,0.026339432455915635
1946-09-01,,,,,,,,,,,,,,,,,,,,,,-0.011318444987732157,,,,,0.03155062672555031,,0.0533317656937653,0.038309709245350376,,,,0.0,,,,,0.07000000000000028,0.07000000000000028,,,,,,,,,,,,,,,0.0018084095951698131,0.001640416415407131,0.004872116824000017,-0.0021145382328224827,,,,,0.06731078530396667,,,,,,,,,,,,,,,,,,,,,,,0.018647175397664917,0.027342948691076785,0.031555581019211854,0.01972229668881953,,,,0.006089463779235249,,,0.020286959230789936,,,,,,,,,,,,0.0063817320973686975,0.01093946700154902,,0.015368030228314566
1946-10-01,,,,,,,,,,,,,,,,,,,,,,-0.0060103195716805224,,,,,0.004061656181545414,,0.04310284855561619,0.02065954566205086,,,,0.0,,,,,0.020000000000000018,0.04999999999999982,,,,,,,,,,,,,,,0.004806498013283367,0.0032491046121130296,0.0072639544582253635,-0.00088237895074883,,,,,0.010050335853501458,,,,,,,,,,,,,,,,,,,,,,,0.018313312604564924,0.01646222128858499,0.01642129301456663,0.011654314337117277,,,,0.022024160241729263,,,0.021847275249090803,,,,,,,,,,,,0.0041391557560608305,0.005307555067286529,,0.021019367224075047
1946-11-01,,,,,,,,,,,,,,,,,,,,,,-0.006766879604370057,,,,,0.008489208068523713,,0.015926016770985818,0.014895166593999143,,,,0.0,,,,,-0.010000000000000231,0.020000000000000018,,,,,,,,,,,,,,,0.010780302618005777,0.013779699307487903,0.004813487031547048,-0.004423611566373609,,,,,0.019802627296179737,,,,,,,,,,,,,,,,,,,,,,,0.006033144423619241,0.010152946111353423,0.014161632561764392,0.013423950187381184,,,,-0.0019815334126893625,,,0.011717151262142345,,,,,,,,,,,,0.006983656169964547,0.009075269406121578,,0.013771404083917638
1946-12-01,,,,,,,,,,,,,,,,,,,,,,-0.0006558394697591119,,,,,-0.050273279002568616,,0.04555919029649669,0.009810208993889624,,,,0.0,,,,,0.020000000000000018,0.0,,,,,,,,,,,,,,,0.014227782565712666,-0.0038373391652388733,0.0011997601919047085,-0.0019526055729013336,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0059895547945059135,0.010050899007569392,0.006000134226154863,0.005694921342221271,,,,0.005932859574220739,,,0.00387792990428526,,,,,,,,,,,,-0.00036877406092372667,0.00040791352798841274,,0.015657939940085797
1947-01-01,,,,,,,,,,,,,,,,,,,,,,-0.0025067659424689026,,,,,0.04348496079371511,,0.03453257425850431,0.02178166558572059,,,,0.0,,,,,-0.040000000000000036,-0.040000000000000036,,,,,,,,,,,,,,,-0.002438668720655457,0.0038606924656452435,-0.012062872449274842,-0.001600427122081527,40.5,,,,-0.0019398648178265976,,,,,,,,,,,,,,,,,,,,,,,0.011887190896309185,0.009950882855362941,0.007956558852952877,-0.02105351317733062,,,,0.0,,,-0.00387792990428526,,,,,,,,,,,,0.003589759245294033,0.00285074516009054,,-0.002073614014148184
1947-02-01,,,,,,,,,,,,,,,,,,,,,,-0.0013144078306051021,,,,0.15909999999999958,-0.007298113233093373,,0.04598534504957996,0.012890867033903852,,,,0.0,,,,,-0.020000000000000018,-0.009999999999999787,,,,,,,,,,,,,,,0.001902671631443198,0.0032408137386656932,-0.0006069802917769707,-0.002316259387464825,40.3,,,,0.021357950674928183,,,,,,,,,,,,,0.027683784896664676,,,,,,,,,,0.005883744015564574,0.00395279206808441,0.0019739091592265723,-0.0038755377365786714,0.030212998116001533,-0.015236845783705544,0.010749843002362036,0.007856119610218926,0.0038863006905285324,,0.00387792990428526,,,,,,,,,,,,0.0005052128890827845,-0.0007555284699609643,,0.016980083810196334
1947-03-01,,,,,,,,,,,,,,,,,,,,,,0.004621574075283075,,,,0.1698000000000004,-0.009645985420666747,,0.02988763113835624,0.013873994718542448,,,,0.0,,,,,0.0,0.029999999999999805,,,,,,,,,,,,,,,0.0036488400697018974,0.0070052013407018165,0.001213592381958506,-0.003216011347880965,40.5,,,,-0.02693691827112893,,,,,,,,,,,,,-0.008460373587485748,,,,,,,,,,0.0058565639893419785,0.003937229000337883,0.0,0.0038755377365786714,0.021591126644168845,-0.0019220885862880621,0.005313807514433444,0.032732144962104304,0.007727582768380703,,0.003855404603241297,,,,,,,,,,,,0.0011472627571968985,-0.00023258518537261352,,0.006103782938017943
1947-04-01,,,,,,,,,,,,,,,,,,,,,,-0.003944460767699276,,,,0.17169999999999952,-0.017133166775233022,,-0.004041489925252328,-0.005399096905446044,,,,0.0,,,,,-0.020000000000000018,0.010000000000000231,,,,,,,,,,,,,,,0.0014558162419815446,0.001985914519437415,0.004839694866963562,-0.0053831100744030635,40.3,,,,-0.033152207316900495,,,,,,,,,,,,,0.018056891499471206,,,,,,,,,,-0.007816398941431046,0.0,-0.0019739091592265723,-0.0038755377365786714,0.007735753083778274,-0.007721261134209012,0.014063363207472035,-0.024929307706826442,0.005750174105071171,,0.0019296730821061203,,,,,,,,,,,,-0.002479738602206183,-0.001047303290002688,,0.010090902981962913
1947-05-01,,,,,,,,,,,,,,,,,,,,,,-0.0041639558116304265,,,,0.17330000000000023,-0.0007999798568225636,,0.004069808910301731,-0.0002305624055578548,,,,0.0,,,,,0.0,0.009999999999999787,,,,,,,,,,,,,,,0.0029536397214346977,0.007767118579881327,0.002411092186732411,-0.0012602396122876058,40.4,,,,0.007881216907936917,,,,,,,,,,,,,0.011395565139636687,,,,,,,,,,0.003915836462825784,0.001962816552915747,-0.0019850123748677007,-0.0077964280030990984,-0.00968297618089986,-0.007785628304815884,0.005212097434015073,0.003874742826607047,-0.015412341841375188,,-0.007725957300530162,,,,,,,,,,,,0.0031903810758073803,-0.00011643476755196502,,0.0114800362362395
1947-06-01,,,,,,,,,,,,,,,,,,,,,,-0.0034692659765402922,,,,0.1661999999999999,-0.003319536098798981,,0.016405694831094664,0.00038693878073914334,,,,0.0,,,,,0.020000000000000018,0.040000000000000036,,,,,,,,,,,,,,,0.00832956981401356,0.0051143999329958945,0.0012033695796329624,-0.004875856160978742,40.4,,,,0.00765384955144871,,,,,,,,,,,,,0.008412975834584557,,,,,,,,,,0.0,-0.001962816552915747,0.0019850123748677007,0.001957332801325151,0.007750772713914333,0.0,0.006930965897830488,-0.009715153894100936,-0.007802903321366461,,0.0,,,,,,,,,,,,0.0039337714253484535,0.004472980823246431,,0.029823769904996134
1947-07-01,,,,,,,,,,,,,,,,,,,,,,-0.0003996845975677843,,,,0.1730999999999998,-0.009295295960260574,,-0.02431919841595942,-0.006360993030726014,,,,0.28,,,,,0.0,-0.029999999999999805,,,,,,,,,,,,,,,0.007547205635383136,0.004453743046379799,0.010170593204376743,0.0,40.1,,,,-0.021053409197832357,,,,,,,,,,,,,0.0029524674532694917,,,,,,,,,,-0.005879519911606401,-0.001966676779895149,-0.0019850123748677007,0.0038981893883893726,-0.019490748903946642,0.009718357217944895,-0.017400398140492213,-0.009818545798002898,-0.01976413388521059,,-0.005830077097458641,,,,,,,,,,,,-0.001530501823550523,-0.00855676224113644,,0.0004815795903327924
1947-08-01,,,,,,,,,,,,,,,,,,,,,,0.00029540278753614757,,,,0.1717000000000004,-0.03150266107527022,,-0.01671948814135593,-0.015136514813762325,,,,0.08999999999999997,,,,,0.010000000000000231,-0.010000000000000231,,,,,,,,,,,,,,,0.00484216469478671,0.0013141499568849468,0.00118976813558902,-0.000905551089681822,39.9,,,,-0.011569451682817783,,,,,,,,,,,,,-0.003445393967908217,,,,,,,,,,0.005879519911606401,0.005888464782905611,0.007909374317509599,0.00775108519769141,-0.0098936926641362,0.011539555129221224,0.017400398140492213,-0.001973711459731131,-0.014059912675442376,,0.005830077097458641,,,,,,,,,,,,0.0049485295331628265,0.010120484217319259,,0.008629008480125933
1947-09-01,,,,,,,,,,,,,,,,,,,,,,0.012481600237645996,,,,0.16779999999999973,-0.006365417989188771,,-0.03798954295697232,-0.022549584116398513,,,,0.050000000000000044,,,,,0.04999999999999982,0.06000000000000005,,,,,,,,,,,,,,,0.014013866774708283,0.0053745358918355635,0.00415307627490602,0.0036172945936030487,40.3,,,,-0.010152371464018012,,,,,,,,,,,,,0.031163032318561434,,,,,,,,,,0.007785969664586556,0.009730950935800564,0.013683830418885101,0.00960759334796668,0.03323741578501105,0.0057181376772481585,0.013702080661720739,0.013742853447395564,0.016062217365481413,,0.003870439933734371,,,,,,,,,,,,0.005512530548111627,0.006805493709439503,,-0.00047744092575552344
1947-10-01,,,,,,,,,,,,,,,,,,,,,,-0.0010362774738132963,,,,0.1686999999999994,-0.005129702822086468,,-0.028949423594566426,-0.013653356554155671,,,,0.04999999999999993,,,,,0.0900000000000003,0.1200000000000001,,,,,,,,,,,,,,,0.004054531943813444,0.006621871804586732,0.002955958404199599,0.004862684052731936,40.3,,,,0.007807281546504799,,,,,,,,,,,,,0.013953052528714593,,,,,,,,,,0.009640841342791528,0.013475512038260806,0.013499108069793042,0.015178810389998354,0.013373491773110757,0.013222011315146887,0.006772640965710286,0.007764557704439401,0.0,,0.013426044170571139,,,,,,,,,,,,0.00469452641799073,0.005788479354261966,,0.007137789048291765
1947-11-01,,,,,,,,,,,,,,,,,,,,,,-0.006863474319725338,,,,0.16710000000000136,-0.009025403581729652,,-0.010112781646196112,-0.005986316324474217,,,,0.07000000000000006,,,,,0.06999999999999984,0.08999999999999986,,,,,,,,,,,,,,,0.0012549677447131202,0.0020115334662502704,0.0041237171838623965,0.0034077694174641238,40.4,,,,-0.010991997614024848,,,,,,,,,,,,,0.017102421428319303,,,,,,,,,,0.01334572817708457,0.013296334448021252,0.013319306616381255,0.014951854729799763,0.029911558179542386,0.011195070801011564,0.0,0.022946111628168175,0.013850938462208306,,0.015123371483866332,,,,,,,,,,,,0.0016423874550728357,0.0010281015298989615,,-0.0038004796337736124
1947-12-01,,,,,,,,,,,,,,,,,,,,,,0.0024173135937868295,,,,0.15829999999999878,0.0010342639782079388,,-0.02360214401898375,-0.01860409443534028,,,,0.029999999999999916,,,,,0.08999999999999986,0.08000000000000007,,,,,,,,,,,,,,,0.000464403482084208,0.000691925701396201,0.003521130398579153,0.0035746240029599363,40.6,,,,0.017391742711869218,,,,,,,,,,,,,0.004622361932693053,,,,,,,,,,0.003782583554024388,0.005644750665823928,0.0018912923983136487,0.0018557495281696923,0.012810581907499063,-0.0018578429925932838,0.008406083277884502,-0.011411158644468511,0.011713794054329707,,0.0018716906826057311,,,,,,,,,,,,0.002178185333212568,0.002622578470088399,,0.013708557858469916
1948-01-01,,,,,,,,,,,,,,,,,,,,,,0.003189343478732898,,,,0.17660000000000053,-0.005315183698738846,,-0.016148510853112974,8.576767850332345e-05,,,,0.020000000000000018,,,,,0.0,0.0,,,,,,,,,,,,,,,0.004770846724796662,0.0019393026819543024,0.004092376363284522,0.0033840979842398866,40.3,,,,-0.009756174945364696,,,,,,,,,,,,,0.0037744578757781255,,,,,,,,,,0.005640204451261344,0.0037455426858117313,0.0018808890178223514,-0.005572806928181517,-0.010974629922847257,-0.0037260729000205828,0.008352985732418938,0.0038156048043669344,0.017317367084290325,,0.00560143620770015,,,,,,,,,,,,0.0021958332820322113,0.0035239322587337085,,0.022744076241149713
1948-02-01,,,0.005771006234127185,-0.0069189290603106635,0.0016710525281768973,-0.0051151006667709,-0.007547205635383136,,,0.004060026923557114,,,,,,,,,,,,-0.007248032922649639,,,-0.009088142592336368,0.13240000000000052,-0.010004104546251558,,-0.034120901346090804,-0.011682744140989243,-0.00022386180545641565,,,0.030000000000000027,,,,,-0.009999999999999787,0.009999999999999787,,,,,,,,,,,,,,,0.006081006438695802,-0.0002449915935596181,0.004656585829950544,-0.0016015663179569373,40.0,,-0.0011104942840271664,0.014829109096558879,-0.00966191091173689,,,,,,,,,,,,,-0.0015632905845937017,,,,,,,,,,0.0018753425903939025,0.0,-0.0018808890178223514,0.003717057400011825,-0.012952867091744036,0.009285223700226553,-0.005003414113963434,0.005704007092152796,0.0019145036007706118,,0.0,,,0.007113337184572188,0.0023224418431500027,0.3999999999999999,-0.5,0.14763599880606382,0.2891602693210915,-0.09434601453599623,-0.12188981760903772,-0.056239718322875554,-0.003273105195356507,-0.010150634600567088,,-0.03455058882813855
1948-03-01,,,-0.046340337258702125,-0.02463164352303293,-0.010572290922002292,-0.0059961247583002475,0.0071174677688641275,,,-0.009434032233358813,,,,,,,,,,,,-0.0066253301141743215,,,-0.008958389901325692,0.14279999999999937,0.0037893911404256464,,0.0011777988264896067,-0.0001908849784362232,-0.015056161120162947,,,0.0,,,,,-0.020000000000000018,0.0,,,,,,,,,,,,,,,0.0019729754731061533,0.003113604508115486,0.00289939315900245,0.0014237411196589278,40.3,,-0.00938974034983904,-0.019048194970694515,-0.0190481949706945,,,,,,,,,,,,,0.014163895580074026,,,,,,,,,,-0.011298130595679634,-0.001871017707679723,-0.0037792965841054738,-0.01119288030992971,0.00742746060573829,-0.01489637860862425,0.006665671094852499,-0.00951961189651973,-0.019231870685060937,,-0.001861226099589608,,,-0.007529431727254732,-0.009062176338009209,0.20000000000000018,0.29999999999999893,-0.07382869714981144,0.20375442787836828,0.03130690462504404,0.11641035184441151,-0.09531017980432477,0.0033626287065295912,0.0055442970178223305,,0.027180679836576793
1948-04-01,,,0.022550825521896467,0.013525142777040422,-0.005207248984289592,0.004201043918379721,0.006594068152581567,,,0.004049830656328357,,,,,,,,,,,,-0.0035730257446147107,,,-0.009424159827088108,0.14360000000000106,-0.004265069086200501,,-0.01213619827164969,-0.008336495828616286,0.0005587002876881186,,,0.0,,,,,-0.050000000000000266,-0.05999999999999961,,,,,,,,,,,,,,,0.002517912837127767,-0.007489002148238555,0.002891010975702102,0.0035505096769377076,39.7,,-0.00930239266231353,-0.010659961314888278,0.008583743691391477,,,,,,,,,,,,,0.017003693374663342,,,,,,,,,,0.001893080268239089,-0.0018745249781320084,0.001888004185791825,0.007475822909917884,-0.009287370387290661,0.013049468612636339,-0.006665671094852499,-0.007675165858208377,-0.025564732516538013,,-0.001872016107827612,,,0.01005416471249454,0.01069325999647397,-0.10000000000000009,-0.1999999999999993,0.1330426101718567,-0.1789537402838386,0.10398971352404729,0.1666313410508673,-0.00913248356327312,-0.0068267315048053945,-0.013889909357404306,,0.017869891329566734
1948-05-01,0.004338401598598107,0.04147736605166674,-0.018349138668196652,0.010220160143143975,0.006940610644788681,0.0,-0.0074349784875180625,,,-0.0003236115072131618,,,,,,,,,,,,-0.0007603938845197611,,,-0.009571909067052964,0.1399999999999988,-0.00957087186815997,,-0.03817244645032414,-0.01066108372265262,0.0059189022175738515,,,0.0,,,,,-0.020000000000000018,-0.0900000000000003,,,,,,,,,,,,,0.006780792520294732,0.006493529310548141,0.007062015362336638,0.009396849300573606,0.002882677118724253,0.006711434587986176,40.0,,-0.001819836716985962,-0.0024757895119063844,-0.010181443344243937,,,,,,,,,,,,,-0.027493140580199693,,,,,,,,,,0.016871448214180074,-0.0018780454222193654,-0.0037864646647780553,-0.0037309254802044833,-0.018829963435946784,-4.062901846513256e-06,-0.0033495716184555047,0.05071448533612655,0.03329396967339515,,0.011158173699302942,,,-0.011686926941907316,-0.00752511192347427,-0.3999999999999999,0.5999999999999996,-0.24284351447601438,-0.03370282353512266,0.01531423497304285,0.022989518224699523,0.0,0.009352465142239197,0.011835817570466034,,0.019339482893729887
1948-06-01,0.003223265143637466,0.018618754346315214,0.024347157316750412,-9.111202229439286e-05,-0.007368255516003508,-0.000437062944020461,0.006968669316093301,,,-0.00032071841198577644,,,,,,,,,,,,0.0011117377269065365,,,-0.008710971389207511,0.1349999999999998,-0.00019115358846111263,,-0.03195712729597666,-0.01790617990247423,-0.0016756318645834156,,,0.0,,,,,0.0,-0.040000000000000036,,,,,,,,,,,,,0.003193476220243241,0.0,0.003987318377458138,0.003981425299183883,0.005740543892951422,0.009634829722330096,40.2,,-0.00985519486351738,0.006575482383162912,-0.009910270022331885,,,,,,,,,,,,,0.024187057061331174,,,,,,,,,,0.01292671442640092,0.011215728240898226,0.015067369449694112,0.01668299645427851,0.040967651223509094,0.007383423343750195,0.013314598525556054,0.0018292505175772078,0.015307629064089223,,0.009193545739852649,,,0.01629091093632873,0.015249401401167262,0.10000000000000009,-0.29999999999999893,0.11603631032144168,-0.09367217780008641,-0.02150620522096336,-0.07550755250814589,0.07933674223652165,0.005298910317021566,0.00711422709713716,,0.015469921772131023
