date,PPIITM,PPICRM,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAS,CPIULFSL,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,IPMAN,MCUMFN,TCU,M0684AUSM343SNBR,M0504AUSM343SNBR,GDPC1,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,FEDFUNDS,CP3M,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXMMTH,EXSZUS,EXJPUS,EXUSUK,EXCAUS,PPIFGS,PPIFCG,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,CES0600000008,CES2000000008,CES3000000008,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,DPCERA3M086SBEA,CMRMTSPL,RETAIL,ACOGNO,ANDENO,AMDMUO,M1SL,M2SL,M3SL,M2REAL,RPI,W875RX1,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,USGOOD,CES1021000001,USCONS
1990-05-01,-0.0008884940611153525,5.217830445936045e-05,0.04030443355038926,-0.003311858300580006,-0.0033324437386355044,-0.00863311745766282,0.001370285401833371,-0.005136997597915638,-0.0009547589958982527,-0.003314929229236263,-0.003345715331692034,-0.0013920606707724659,0.00017063451885412917,-0.005977953886072029,0.0002283169776178262,59.0444,0.05180000000000007,0.08209999999999695,,,,0.0017596835452948767,0.0008118944331592104,-2000.0,-0.01016811782088034,9.079099999999926,-0.008781211812551426,0.0040364140509465685,-0.018522093645513493,-0.006010134026155356,0.002813781218875988,-0.08000000000000007,-0.05000000000000071,-0.02999999999999936,-0.08000000000000007,-0.08000000000000007,-0.02999999999999936,-0.02999999999999936,0.009999999999999787,0.10999999999999943,-0.44,-0.42,0.14,0.56,0.58,1.29,2.23,-0.013777299111967345,-0.045975616685907605,-0.028254435405081324,0.02425750993206316,0.009064539575645153,-0.007074639082203404,-0.007175685016964195,-0.0010892102392485725,-0.0009228721645051507,0.0007560293699491183,0.01200793311970294,40.1,0.3999999999999999,0.0016856209681641587,0.003017285090486155,0.003658620340099006,7.10002716662926,4.859812404361672,5.556828061699537,6.192362489474872,5.814130531825066,6.9726062513017535,4.836281906951478,5.389071729816501,6.016157159698354,5.7430031878094825,-0.0007154060234131343,0.008092651633287318,-0.0020181376224623904,,,,0.003044913148595896,-0.0021736002806260757,-0.000545007638672601,-0.0018537180403939146,-0.0012104897592042363,-0.0015005065202906565,0.0030054359005315945,0.003179626159242943,0.0033206119496673736,-0.0006883864730919953,0.00830135589293235,-0.003918908986543457,0.014155643415348251,0.0027973304877240146,0.007180380862710667,-0.00274669781166903,0.0031026222383836455,0.008002605912703409,-0.02721230214999082,0.0019400344795634794,0.0025125746927532333,0.0,-0.10000000000000142,-0.047613126956873586,0.044151314901549554,0.027948791584049282,0.05876189602980997,-0.007733990599736451,0.0014851735963645751,-0.0032599184634900524,0.005872869618057663,-0.006369448285479251
1990-06-01,-0.0008814179053429072,-0.012028914999872242,0.033163585486602365,0.0029492130118384807,0.00329510597545557,0.0051102218207157435,5.021983733755064e-06,0.004092817396084136,0.002698635151885398,0.002998063282255714,0.003033777547271299,0.002211081122888814,-0.003530513040125527,0.005922722040565986,0.00183755182904477,59.239,0.07959999999999923,0.11599999999999966,,,,0.007257727057843333,0.004660353789740945,1400.0,0.0028185564252289907,7.7794999999999845,-0.0011707739129400707,0.0017146129278513556,-0.020436551197184016,0.0050939887326624245,0.011436796712773756,0.10999999999999943,-0.10999999999999943,-0.009999999999999787,-0.1299999999999999,-0.22000000000000064,-0.3100000000000005,-0.27999999999999936,-0.21000000000000085,-0.1899999999999995,-0.56,-0.66,-0.19,0.14,0.19,0.97,1.93,-0.00013116657636391693,0.0036557970974654963,-0.002264251480302626,0.01942381815533467,-0.001448226176364864,0.0008507018803127764,0.001773050109886043,0.0010701115083584511,-0.0009540251495909757,0.0015103461563139575,-0.002314628943492991,40.2,0.0,0.00254889019642901,-5.545033470921723e-05,0.0008090885041753815,7.0707241072602764,4.6913478822291435,5.455321115357702,6.2878585601617845,5.69035945432406,7.010311867307229,4.804021044733257,5.424950017481403,6.042632833682381,5.823045895483019,0.0031695747612787706,0.002581536932163786,0.00881166868835237,,,,0.007641032583315166,-0.0013131818383556038,-0.003318520205306541,-0.0020996535211050826,0.001524726289954259,0.0010636981266252121,0.0032992452204387845,0.0048627499689608555,0.00639094417482422,0.010600408432194897,0.013875372573123101,0.009440430211814288,0.0009099010993138812,0.0014275199409738981,0.004670304990930685,-0.004250460890573571,0.0030515290504169457,0.015351967128128585,0.031677601144750156,-0.0025450770500263786,-0.0014109705281200036,-0.20000000000000018,-0.09999999999999964,0.010848861989936509,-0.06886695861848935,0.014731939530831184,0.03191081228105386,-0.006230549750636527,0.0002184896908872247,-0.001633953062691873,0.0017551562206481464,-0.003388557459238939
1990-07-01,0.0017840964642203971,0.0010654995176597737,0.06979184397494986,0.001390279391993765,0.003375530631281265,0.006824616235152625,0.0018979139368004994,0.0024311966846726207,0.0004420900258743643,0.0014002591398991626,0.0014192160135957366,8.490112777348457e-05,1.7654142815182183e-05,0.00295077226501661,-0.0011514395260108223,59.098,-0.3727000000000089,-0.28409999999999513,,,,-0.00021075527667413496,-0.016590544464264667,-100.0,-0.013247266634055066,8.606899999999996,-0.001935170289352861,-0.00499576039127092,0.005007606910297113,0.016136819026009164,0.005179832954135932,-0.1399999999999988,-0.15000000000000036,-0.11000000000000032,-0.11000000000000032,-0.15999999999999925,-0.09999999999999964,-0.009999999999999787,-0.019999999999999574,-0.02000000000000135,-0.53,-0.63,-0.21,0.18,0.32,1.09,2.05,-0.027661358966141414,-0.02314293676546708,-0.030763302091823874,0.05654754821138708,-0.01373412145979891,0.004303698781064291,0.005241697977912629,-0.00022921322660529597,-0.0006365227885467561,0.0007543185090259641,0.0002155404685577622,40.1,0.0,-0.0036975625764332776,-0.005422665490699252,-0.00012088752952399417,7.065613363597717,4.795790545596741,5.455321115357702,6.18826412308259,5.796057750765372,6.982862751468942,4.74493212836325,5.41610040220442,6.030685260261263,5.7745515455444085,0.002028379728225005,-0.005372215147508186,0.0034120392017378265,,,,-0.003937722578342573,-0.004703878362613878,-0.002459844452134874,-0.0012538172283012017,0.003242618024176025,0.003692293995896989,-0.0016650216998046474,-0.003176759309150512,-0.0039985263046196096,-0.008604019745713565,-0.030419606674341182,-0.000824885588301072,0.004698121562273894,0.00014581783265743553,-0.0024973429086769805,0.005884379474069057,-0.0022481811912138383,-0.005946766005064497,0.0069590182942063095,0.0012653948088274802,-0.0014550472934224956,0.2999999999999998,0.3000000000000007,0.021972007573925367,0.056003618687733514,0.066017232319032,0.06092017376183989,0.07232066157962613,-0.000309541153237447,-0.004328192490541838,-0.0016087754840912183,-0.005483610223897983
1990-08-01,0.014153541698134653,0.11236785996860643,0.04517973497829608,0.008393792128468469,0.012608046786053428,0.02622469860800436,0.0018691852240531048,0.0123488272278367,0.003365623126868833,0.008383597037118662,0.007745972114655331,0.006513548488307208,0.0005267297805877647,0.018184529725178145,0.0027300958401399456,59.3211,0.14300000000000068,0.16329999999999245,,,,0.011801256201487753,0.00838705301143694,-400.0,-0.005977161088377869,4.96040000000005,-0.0021500474960127747,-0.0001881834080972311,-0.01681151217300325,0.001876577963097148,0.0034470964197668152,-0.019999999999999574,-0.11000000000000032,-0.16999999999999993,-0.13999999999999968,-0.16000000000000014,0.10999999999999943,0.27999999999999936,0.16999999999999993,0.21000000000000085,-0.68,-0.75,-0.35,0.31,0.62,1.28,2.28,-0.02564436858969632,-0.06283548108722825,-0.010648315590685797,0.04932152079850749,-0.010600498951435389,0.014487077486502464,0.019876062440042475,0.0007829283829536848,-0.003036631674859791,0.00030156815668824777,-0.0055650250329009054,40.1,-0.10000000000000009,-0.002677386194192888,-0.0014690367775771485,-0.0038170658007419256,7.016609683894219,4.804021044733257,5.493061443340548,6.063785208687608,5.768320995793772,6.974478911025045,4.74493212836325,5.402677381872279,6.016157159698354,5.7745515455444085,0.0003102897583637798,0.010008550184450016,0.004921694201353688,,,,0.0048339722871268975,-0.0017690699899652884,0.0014542800970254177,-0.0029993537401136194,-0.006422186946942077,-0.0067406988623890385,0.00360723047365763,0.0016733834038324957,0.0024182247737645213,0.0033259419650324418,-0.0010663343454480056,0.004911244698864614,0.005430572456361027,0.005924990657832918,0.006514107283278392,-6.702624079846231e-05,0.0036310083596280407,-0.008614788543218843,0.028136096245048314,0.0020498811414437768,-6.73366665235875e-05,0.20000000000000018,0.29999999999999893,0.030272912579334843,0.006230549750636527,0.04649038381031101,0.035987632765960065,0.05925569620909332,-0.0019504909752932065,-0.004177838246079091,-0.00513611812176773,-0.007613283823140193
1990-09-01,0.012986347387283992,0.03408500245598933,0.02030195309557392,0.004408886504494447,-0.006368118717892557,0.02575487553709177,-0.0012839698747093564,0.008788722460185916,0.001293391123471821,0.006741477222825587,0.005295747117571636,0.003897796898139738,0.0003640655822909622,0.013697937301318852,0.00041182318711063814,59.2578,-0.23919999999999675,-0.09859999999999047,,,,0.008393571430866054,0.0031118696177863114,1000.0,-0.004430787842863992,4.019900000000007,-0.0039209832414170975,-0.0005111860842381688,0.007761534723126573,0.0021098659259575214,0.005761886169130648,0.06999999999999851,0.08000000000000007,-0.08999999999999986,-0.05999999999999961,-0.020000000000000462,0.07000000000000028,0.14000000000000057,0.15000000000000036,0.23000000000000043,-0.84,-0.88,-0.44,0.31,0.69,1.36,2.44,-0.013201210442992384,-0.0005354752470654311,-0.06312242545939206,-0.011585285766575804,0.011723463696059255,0.007228316371392651,0.007977122240728107,-0.0023314934023463962,-0.0004638977378821352,-0.0007540909791021733,-0.0010841872369002914,40.1,0.0,0.0034094431893825217,0.0036517970439744474,0.003617102859873711,7.01211529430638,4.663439094112067,5.493061443340548,6.077642243349034,5.783825182329737,6.883462586413092,4.727387818712341,5.37989735354046,5.921578419643816,5.60947179518496,-0.0004745997935122759,-0.01855757245645151,0.003299960049991668,,,,0.0034508157163468667,-0.0019911080851162666,-0.00015008234036884005,-0.0029269503395354945,-0.00048381588037038625,-0.001652059235826897,0.0003164453828157221,0.0026342983961109567,0.004164376419880433,0.006894233757867241,0.0034223847727670176,0.008169442642209646,0.00014385551362661175,-0.002474571794525815,-0.003955071613346295,-0.002969665330055271,-0.001622264778502469,0.04783575875966406,-0.00580299510634763,-0.0007781421851902337,-0.0023427700896831993,0.20000000000000018,0.20000000000000107,-0.012121360532344028,0.05186988056989161,0.05331365407703803,0.0413235790819666,0.06753061569724927,-0.0008031762399554054,-0.0032191141357262865,0.002057613894679733,-0.007094268081649702
1990-10-01,0.012830679244618892,0.08087946077139563,-0.0028476568176252215,0.0019733157917540822,-0.007553539900909456,0.014039250393520497,0.0018373990254891837,0.005281234287004999,-0.0009604363059807497,0.0011729442241428245,0.0020145701366862667,0.0018070312947990885,0.0009409538567091147,0.005682318352534743,0.000282318922211644,58.8571,-0.6901999999999902,-0.6270999999999987,,,,-0.0006991203592505713,-0.011515234379392503,-200.0,-0.006472153785827217,5.988500000000045,-0.002064510659330665,-0.0056798645356783695,0.04060868343914947,-0.0008735565949482549,-0.012712547296272803,-0.08999999999999986,0.020000000000000462,-0.1900000000000004,-0.16000000000000014,-0.20999999999999996,-0.17999999999999972,-0.16999999999999993,-0.030000000000001137,0.09999999999999964,-0.94,-0.95,-0.56,0.22,0.61,1.42,2.63,-0.030356938668163025,-0.01939258053286369,-0.06605806503001865,0.03461783582288336,0.0014665921621098144,0.004643552497596737,0.007103358520956782,-0.0018959529967688127,-0.0006848325091315388,-0.0007546600614745103,0.0003253796124145225,39.8,-0.10000000000000009,-0.00010277684353354744,-0.003852073723166427,0.0035902694251666034,6.921658184151129,4.948759890378168,5.442417710521793,5.958424693029782,5.541263545158426,6.829793737512425,4.727387818712341,5.267858159063328,5.8888779583328805,5.54907608489522,-0.005584305261221445,-0.004297836150568557,0.003648899244211634,,,,-0.007510541513849667,-0.00551729249820454,-0.0019842431513303893,-0.005306568089757491,-0.00830118328956253,-0.010162225768132416,-0.0062200165448533795,-0.007888730039790737,-0.009378152568406684,-0.01374244781029077,-0.033085775953119345,-0.006951798699406098,-0.002343708427630542,-0.004202169242794707,-0.011306098245158047,-0.0004295476668243481,-0.006623171912122139,-0.03051675683019095,-0.026550985186082343,0.0008178270870740079,0.00010124019244273086,0.0,-0.20000000000000107,0.0202209998331373,0.017536983885092283,-0.0035461030067507338,-0.0032876741941914034,-0.0038486256612948466,-0.001352252894575301,-0.0041237171838623965,-0.0023519046560744883,-0.012196453577356436
1990-11-01,0.004336228665737352,-0.07346456881976504,-0.014700973804059991,-0.0017329622251072152,-0.0033389012655140604,0.004846732985373414,-0.00013848403450644753,-0.0009548893006927628,-0.0002492833117733184,0.0006052030904157846,-0.0009453065501574542,-0.0009145812163344758,-0.003399173683776624,0.00012300879528392983,-0.0008433529536726603,58.1503,-1.096100000000007,-1.1265000000000072,,,,0.003709583082748047,0.00801645109669824,1200.0,0.0020930373034504512,5.207899999999995,-0.007205336048730082,-0.006687401864347464,-0.031415716482852574,0.0013368929531676343,-0.00373215409380645,-0.2999999999999998,-0.07000000000000028,-0.11000000000000032,-0.1299999999999999,-0.2400000000000002,-0.3100000000000005,-0.33000000000000007,-0.22999999999999865,-0.120000000000001,-0.75,-0.78,-0.5,0.21,0.58,1.49,2.81,-0.007687694268432743,-0.01961696813933478,-0.002901012210489995,0.009514624951825978,0.0030126986419361235,0.003982307410058006,0.005678997265516017,-0.0015155151334802497,-0.0008071824442037467,-0.0013598249432416054,0.0003794757858681663,39.9,0.0,-0.003587447793655496,-0.00311029948741659,-0.0037093468137019414,7.0431599159883405,5.049856007249537,5.521460917862246,6.171700597410915,5.560681631015528,6.846943139585379,4.68213122712422,5.308267697401205,5.934894195619588,5.53338948872752,-0.0009368198409234196,-0.011891607093920342,-0.002785346897301366,,,,0.0010283423020220894,-0.005134601194990651,-0.004833858691709381,-0.0012695814134913164,-4.3666603032122e-05,-0.0005618559135278645,-0.012539495610935703,-0.012463014870450095,-0.015595791587835528,-0.011551871482173404,-0.05612018480133241,0.0034797192602127325,-0.023879996641611,-0.01263393470987939,-0.019458399901179924,-0.0007792768986298881,-0.012022002714955349,-0.03152665449110703,-0.01794519210835066,0.0005950846187552372,-0.001942223695975187,0.2999999999999998,0.20000000000000107,0.027988275560156595,0.02007852742208449,0.08072562786671078,0.09121037905150597,0.0683071179884518,-0.0013998620722990296,-0.008169945137820989,0.00044140367081713094,-0.007625415774260347
1990-12-01,-0.008604267581710623,-0.07660216208178472,-0.006200484706620379,0.0005606521235401729,0.008027379008989755,0.003705186559839646,0.0013212792285726138,-0.0001588768416214137,-0.0009476525708675965,-0.00024061919455231617,-0.00018283407493058235,-0.0019523528514753252,-0.0010535659929562513,0.00012009780008703785,-0.0031395166072907266,57.6707,-0.7704999999999984,-0.6620000000000061,,,,0.004044821555450717,-0.07703173355606285,-3000.0,0.007044415806891635,7.368099999999913,-0.009576509909424935,-0.0022709771573801163,0.017286505706241684,-0.0020354281403029972,-0.0042755511546817004,-0.5,-0.11000000000000032,-0.3199999999999994,-0.33000000000000007,-0.2599999999999998,-0.28999999999999915,-0.3100000000000005,-0.25,-0.1899999999999995,-0.57,-0.61,-0.26,0.42,0.77,1.74,3.12,0.0156987236073034,0.019304858274129533,0.03552954527067076,-0.021770757683314934,-0.002754111388846542,-0.010985024845235891,-0.015305255166675913,-0.0004032451689237604,-0.0022345696313710306,-0.0018159811285993754,0.0009751341582067141,40.1,-0.09999999999999964,-0.00012336949874436343,-0.006075707892349236,-0.001111474710135063,6.876264611890766,4.574710978503383,5.4638318050256105,5.996452088619021,5.455321115357702,6.7580945044277305,4.61512051684126,5.231108616854587,5.8289456176102075,5.4510384535657,-0.003645405859673545,-0.01046306654286866,-0.008324945473683343,,,,-0.0031682903454886002,-0.003293157945680747,-0.002741473929210869,-0.0009019721000171899,0.005026091631972207,0.003955841493286982,-0.007042729136647274,-0.00672206279052201,-0.006721648828782456,-0.007581681998285461,-0.01728993827321057,-0.004329237527448626,-0.008911531569530506,-0.007431302572579401,-0.014058012412800469,-0.005851888180059994,-0.007877116545546237,-0.0025496943774330205,-0.025507240421862143,0.0005709482653948328,-0.000549573671499104,0.09999999999999964,0.09999999999999964,0.0057937589646712695,0.03976667112807952,-0.014855844051941958,-0.025369194125459238,-0.0024038473113945358,-0.0004395765483433678,-0.0034849986868970007,0.0013230431918902497,-0.009465659316562736
1991-01-01,-0.013280407667894067,0.007203513295975128,-0.01837366490364367,-0.00573747636329891,0.00469704826110906,-0.030947526810933823,-3.397720130138282e-05,-0.015088299651202064,0.0032836713377237814,-0.0041835525841182886,-0.005806871689505222,-0.00375890244067012,0.004613563844126034,-0.019837737857388404,0.0013547717492503608,57.3148,-0.589500000000001,-0.34909999999999286,,,,0.0014254854643516168,-0.15255271692309558,-8400.0,-0.0056687161566131294,4.845100000000002,-0.004166744258406574,0.0023248269550188994,-0.02655936911417811,-0.0010910011213809412,-0.008640057472491414,-0.39999999999999947,-0.7000000000000002,-0.5200000000000005,-0.41999999999999993,-0.41000000000000014,-0.03000000000000025,0.009999999999999787,-0.010000000000001563,0.019999999999999574,-0.69,-0.63,-0.27,0.79,1.18,2.13,3.54,-0.001004051561388053,-0.007834574702612812,-0.0014230856148245152,0.006586306708087686,-0.003712822121177156,-0.013962505535529246,-0.019313445502134208,-0.0040028535251828146,-0.0023620162257618205,0.0013622949204403767,0.0003248335256760271,39.9,0.0,-0.0001530004149294939,0.006495728899574615,0.0017482096180381212,6.682108597449809,4.330733340286331,4.927253685157205,5.84354441703136,5.476463551931511,6.666956792429207,4.5217885770490405,5.19295685089021,5.6937321388027,5.37989735354046,-0.009060399381100037,-0.006612024830202401,-0.022591257908672446,,,,-0.00012120258038184062,0.0003221145191822927,0.002437541563303114,0.0011478233612436384,-0.006717079205571963,-0.009948857709678904,-0.0032813972101166655,-0.0017893189617748106,0.0015773314885905165,0.004953352997898008,0.0017678749880190026,0.006082304177964737,-0.002608303772317022,-0.005111028899842385,-0.011386107897293218,-0.008129160943249225,-0.006202824634241821,0.04468595107075668,0.02361556387117858,-0.0014835562049366757,-0.002548893966599408,0.10000000000000053,-0.3000000000000007,0.0023081372047499826,0.025025367566940737,0.033790680784720806,0.025369194125459238,0.04356191980490198,-0.0011181275280272018,-0.0060956028181102795,-0.0016172906561280342,-0.014971833709660487
1991-02-01,-0.0006440564397856008,-0.08562396063142419,0.024915316311473035,-0.0031717842592478007,-0.014215851856769213,-0.014538912281898853,-0.0006143912972049748,-0.007323194308522574,0.00043790811586941203,-0.0024019904737802023,-0.003966685090104782,-0.0038880713706870296,0.0003994758064482795,-0.012459000967748324,-0.0010727951621651854,56.8957,-0.6663999999999959,-0.656099999999995,,,,0.008429478599887297,-0.01104785498191374,-2100.0,-0.0014833227778376923,5.275100000000066,-0.0024660233022402167,0.005965719618989951,-0.009822732193995876,0.0008567800182959218,-0.009065628410092508,-0.6600000000000001,-0.6099999999999994,-0.27999999999999936,-0.35000000000000053,-0.3700000000000001,-0.23000000000000043,-0.2400000000000002,-0.20999999999999908,-0.379999999999999,-0.31,-0.32,0.02,1.22,1.6,2.58,3.82,-0.014687509825197509,-0.0022835554629719035,-0.023940494205679563,0.015133538366708721,-0.0009520101112808765,-0.005696689424609325,-0.008172430047029167,-0.002954668301226704,-0.005548556303766716,-0.0015137756448080353,0.00043294729542964205,39.8,-0.10000000000000009,-0.008819122126503931,-0.005911386219978443,-0.012293299024638937,6.872128101338986,4.442651256490317,5.583496308781699,5.955837369464831,5.429345628954441,6.748759547491679,4.564348191467836,5.278114659230517,5.831882477283517,5.393627546352362,0.006160374259276402,0.005901097451452841,0.01623148017649534,,,,0.00311806089833766,0.0011889652727781197,0.0024260481683295865,0.0043334355046047435,0.0006734176497360522,-0.0003273858271182206,-0.007243021743200906,-0.00862924646480856,-0.009155751258886902,-0.009532671239296242,-0.023625048087040135,-0.004892957771359896,-0.007263931038298033,-0.005536524717370206,-0.00720736765042318,-0.004628727871352822,-0.007080129727107476,-0.04278880847429978,0.029865803798150736,0.0005159242102745765,-0.0015698257323428777,0.1999999999999993,0.5,0.03260388009281634,0.03695139553652815,0.04659309101217701,0.05174409456548723,0.0406376457318256,-0.002929550586554086,-0.007005968474910418,0.0005884083723746159,-0.008686045925225372
1991-03-01,-0.01129385830203855,-0.019148599478604034,-0.048601569747891205,-0.004676547883901705,-0.017005734622008717,-0.010585315434748388,-0.0012381287145499797,-0.004837811995723307,-0.0037897122736865185,-0.005479465764626212,-0.003951012646679963,-0.003553514747429709,0.0005120192181466976,-0.005756498461279236,-0.0035635463675589563,56.4981,-0.6295000000000073,-0.5259000000000071,,,,0.0003485889056715763,0.002059732963010763,0.0,-0.003943276370105053,5.555999999999926,-0.003830065643464664,0.005744861045427818,-0.01053331272198399,0.0015827909582579736,0.01388652921612632,-0.1299999999999999,-0.08000000000000007,-0.03000000000000025,-0.009999999999999787,0.13000000000000078,0.2999999999999998,0.2599999999999998,0.09999999999999964,0.019999999999999574,-0.21,-0.2,0.28,1.65,1.99,2.81,3.97,0.05122166987188059,0.09276277337141309,0.05115205878881213,-0.07542868898143718,0.0019895339809382073,-0.003262837445479505,-0.0015457836317160911,-0.001587148305690178,-0.002519659676618602,0.00015148072436765858,0.0003245875062312109,39.7,0.0,-0.0035376105624016496,-0.004436023812981915,-0.0028922590431301742,6.825460036255307,4.700480365792417,5.4116460518550396,5.983936280687191,5.247024072160486,6.814542897259958,4.634728988229636,5.313205979041787,5.8664680569332965,5.529429087511423,0.011696254859765443,-0.005798157051797759,0.005651518687699308,,,,0.0030486700618457263,0.001829061009280153,0.0011514889158572572,0.005248501581773368,0.0014382189927371059,0.0004315315717420276,-0.005709383386282241,-0.0037166071554617375,-0.00045413194055221595,0.0005766052207984984,0.004704106803341546,-0.0006652800411197646,-0.0014596255895948929,-0.008172070578233104,-0.01254827519014512,-0.011794323223727865,-0.007687932683197118,0.02504308219552609,0.0066952691903665595,0.0017283896191173653,-0.0008750802361241483,0.20000000000000018,0.20000000000000107,-0.012914272688258066,0.0710671813027739,0.0890127828996814,0.12084420868071977,0.05068470215321419,-0.0015002372820145382,-0.005297851660987618,-0.0001470696377383618,-0.00978601081822994
1991-04-01,-0.006138638879873426,0.020110622100026454,-0.05634131281416277,-0.00010705165367674851,0.0015089461798245551,-0.005035580338884849,-0.0018477617311019046,0.00314936040364433,-0.002995158910599649,-0.0016340156351946078,-0.00010324822484530927,-0.0002751607918538568,0.00226446529180091,0.0031889037067101,-0.0023221078076791635,56.7451,0.25490000000000634,0.13599999999999568,,,,-0.008801863355468065,0.003509882532158226,1800.0,-0.010261221695185618,3.2217000000000553,-0.000587255143423171,0.004584213339581922,0.005605975862112089,0.002240789502812035,-0.0016863394685264765,-0.20999999999999996,-0.33999999999999986,-0.2599999999999998,-0.20999999999999996,-0.16000000000000014,-0.0699999999999994,-0.07000000000000028,-0.07000000000000028,-0.15000000000000036,-0.26,-0.2,0.33,1.79,2.13,2.95,4.03,0.01902825181041301,0.03397579330347511,-0.001996362039416333,-0.04016109148314406,-0.003202495488171697,0.0008514261902172748,0.0017211708207724996,-0.0014150717166252491,-0.005306611665389482,-0.00288206494526122,-0.00016228058348488617,39.8,-0.10000000000000009,0.006888529928785303,0.008079634142656555,0.006406063101203063,6.90875477931522,4.564348191467836,5.497168225293202,5.998936561946683,5.552959584921617,6.82001636467413,4.68213122712422,5.337538079701318,5.8971538676367405,5.4638318050256105,-0.0033147481568169823,0.019512730869193362,0.010108379981550897,,,,-0.0004903313016839661,-0.00044256385094954,-4.4869222659116303e-05,0.0009328926430489659,0.003792739064389039,0.002303309609640536,0.002631390896919328,0.0005394533380433941,-0.0016416400770502548,-6.789401107010207e-05,0.021750124151802108,-0.0071868708724203145,0.0002332945329746039,0.0052239597918437575,0.01224462021499173,0.005848658287746389,0.004336524585422552,-0.01383668014578987,-0.01935058152707292,0.0024526687031922734,0.0038768123004206956,-0.09999999999999964,0.5999999999999996,-0.040068769741210986,-0.04502592675100381,0.031777944494299604,0.03398586515324009,0.02901757998512,-0.002000747489960375,-0.004046985684482252,-0.0075293778606004835,-0.008022258389143389
1991-05-01,-0.0008760403538801143,0.003074464620397954,-0.02216345197671732,0.002143742632687129,0.0047200259266597655,0.007398701796655693,-0.0023404457528410916,0.0031695747612792147,-0.0001876892382250972,0.0021443869976582874,0.001432934097510774,0.0018869824111495959,-3.644299099736514e-05,0.003616720129744344,0.0014607468408178725,57.1511,0.4714000000000027,0.712600000000009,,,,0.002710225688645984,0.013348162122361895,-1300.0,-0.003893187077772531,1.7865000000000464,0.0004357113736555007,0.010399598651663844,-0.009645465280499366,0.0019189399749937053,0.0012892497417045234,-0.1299999999999999,-0.15000000000000036,-0.1900000000000004,-0.09999999999999964,-0.11000000000000032,0.0,0.030000000000001137,0.0,-0.08000000000000007,-0.32,-0.17,0.35,1.92,2.29,3.08,4.08,0.0067956032601497185,0.012080359521957074,0.00805642590325828,-0.014913188437275293,-0.0031258165591893095,0.0016187273918450984,-5.866004715926465e-05,-0.0012422602967934182,-0.000799202392038012,-0.002585749406339488,0.0007030257434728071,39.8,0.10000000000000009,-0.002655897013161823,-0.006635385186497533,-0.001988882150156357,6.903747257584598,4.762173934797756,5.37989735354046,5.905361848054571,5.68697535633982,6.898714534329988,4.672828834461906,5.384495062789089,5.968707559985366,5.616771097666572,0.0025282610613048817,0.008168888065496205,0.0003538468008965623,,,,0.009097822197525751,0.0034882349369222965,-0.0006295590214797642,-0.0005271802064541475,0.00013031434160026834,-0.0003117507800460828,0.00989534367222511,0.010353983861639549,0.011680738744830776,0.0172082026134035,0.017216800831493018,0.01726778365056969,0.006708183923256339,0.00932838633284705,0.0013391448371322667,0.009842656623657575,0.006814138322415175,0.04421656717677891,0.021122080277388378,-0.0029439251410039446,-0.005680362038107845,0.20000000000000018,-0.5999999999999996,0.06297479916138826,0.022242752820427647,0.020637789446134036,-0.015606066216150793,0.0642831259120733,-0.0009418283244677639,-0.0030460237655880462,-0.00639264795008021,-0.008711940602021073
